Id,Price
1345,223736.98729146668
856,186606.26703746818
12791,264769.7834763208
12499,222407.2793904102
12249,132430.75951183023
14641,150087.2034207338
1919,167661.65971948503
7848,188513.37457805095
10749,181848.5219070066
15554,186659.6263390322
15834,157435.65288767545
1355,151382.0348161412
15451,188753.42192085765
12401,202481.57285076802
10290,169858.2202204867
9462,148339.3567992278
3103,221748.23599362874
3420,140618.54758100086
12262,220365.57978497283
5032,186845.57295144454
8949,301075.6614175521
15567,225293.86927560155
16389,152477.79680967692
7809,92974.36299866473
8990,171912.13058128682
16089,253934.9295075015
12743,116730.57311492236
5132,134341.27686229852
1619,299505.14138769265
2428,109492.51022344075
16741,164822.61418481363
13193,220458.25568457518
12588,476128.9359400864
5067,173551.54154624644
14685,131760.0450988917
2292,187076.51111501257
5746,132996.35889661548
12578,171535.51489629413
14834,162884.9427093651
2147,171185.71003577998
8222,133638.15570361834
10419,270512.7581006503
11492,207384.618150988
3006,218576.43241175872
8761,195633.37149469764
15371,376214.49035093386
16367,153867.04386761234
6317,288876.7484114768
10878,263834.814806587
3895,160265.76109005354
8041,217083.89982711856
13428,437431.00379342487
14669,167599.38597721214
1006,180411.76892618134
12271,180817.95476873452
3764,418366.62828102376
7675,199075.03876027543
11709,272273.24567598087
8629,154374.74249232316
1105,368850.47316185315
6096,184900.04092424762
11727,217333.70922910646
5157,208707.7003492298
3679,170429.64756698988
1755,156728.6620310832
7391,190987.9102381416
7425,111211.89512918484
6882,409869.96764071786
10752,348423.5636786547
7472,204274.58400951073
14320,112931.47990805033
9596,160172.33893756242
5317,203839.85152980953
7378,93263.75278184179
16154,178586.47536984214
3464,195804.13265925314
4197,249550.98805223856
9477,118519.9502729708
12705,192303.71303289864
16426,191314.51311756315
1481,74505.17135167346
9946,260369.14636848963
12025,285468.29093789915
5341,248009.538537407
9923,300497.4629553147
7953,225620.3542624095
11066,217674.09402338899
5037,171389.77733295248
2509,289197.40642187337
4937,314319.6087956335
12089,399946.1360593764
4964,177932.62752320553
16500,266424.16398099303
4625,147184.02676310876
2363,385778.6333013113
8148,194137.12619670387
3804,179127.1535689945
4584,160959.81861527325
10694,120451.28652558792
2691,172649.31653663664
2983,221945.59677510287
13563,350516.7371156285
10747,229929.65652054225
1721,180345.92713472593
2789,284353.51269651105
7214,257974.7299902413
8659,229102.8619217206
5107,299551.08309217053
3843,245516.94020640885
14610,395028.1122817361
15505,165158.96045904656
5060,269172.6583761746
16055,231220.99476733682
14963,213949.65611677364
4118,152845.09837951823
1672,180338.46153339048
3209,185556.55086721075
16515,136263.34323885757
973,176985.38557818197
12529,183416.309728145
5896,126474.75931606186
5450,295229.7044653135
3249,154604.2995376377
8911,213892.75925111535
5898,229717.38897464605
1024,176021.70342097853
4766,214791.13793745523
15804,188902.17621869664
14303,206383.31115514436
10707,176156.9313814823
6605,220439.9015435728
1138,384034.6360345369
14088,420823.7488436075
9154,187119.28233888806
8190,201270.82789773901
398,298013.03171891253
13302,248602.1111816869
9696,155204.1407811115
16786,130886.2973558603
16230,214824.40746032388
6552,205042.18369121323
923,213415.59851408924
9602,321790.80647075863
5857,284263.3337581609
8120,172458.26338119924
7134,289721.46071415936
11726,170501.19108893932
8069,130267.53155596896
12420,171339.64542289544
8604,190056.7329230722
4854,303332.8836874185
12212,173846.12815271213
12099,333047.16121696634
3882,382665.048219719
6995,343102.9247044475
10172,217665.42751070362
11672,331923.25086679246
12897,267802.05845417426
16097,176085.54789118952
6779,296230.2009717181
11199,194751.16841198155
10816,415804.0620521056
143,392124.47435085766
5399,231850.87840527442
3286,153567.35528996424
13706,199772.3967682586
1935,373044.3883939692
16000,181979.1088059348
2860,210956.22389439345
11407,198968.59105762423
16378,279940.3484596781
12278,181387.55538049908
3842,166771.32888327664
2692,350036.783058483
7699,192335.5203683634
6825,305337.103724574
7268,309926.56356114586
1477,387869.5102294198
9887,181734.0542048495
9436,183753.9081619157
3179,234789.31015770888
1350,463246.37124360626
10643,197344.68266966142
5793,236458.89142532082
11494,431966.44117668
4206,187182.36095932176
12419,251900.65739181775
8530,253331.6258455088
5985,139240.0610637617
8908,237495.07236918097
256,129330.07818987142
7234,190706.39651043326
5648,213302.0081161712
3014,222141.6961579789
2184,196847.0424180978
9189,257853.95804193895
14884,198592.1408929834
10333,163613.92716350465
15896,148033.67676499454
13269,136621.98885093996
8603,247459.47823138416
15087,186036.6787439956
4344,207101.19271777352
7981,79327.89331704556
10908,247197.08195171366
6190,172153.17535332526
11742,192656.8930195714
9224,146545.80549642284
14667,216128.976967193
458,198206.64853501687
2464,367700.3593705198
12320,223271.97178876097
278,210032.36157903975
2912,253208.64752634335
6698,220441.55706161913
4510,130550.28083743194
4183,184721.96549563855
5551,234866.16063350154
12187,170785.70876092868
7948,220661.70595776686
10808,194380.10909623036
12432,185636.88351247384
5356,173686.04797749425
8984,489714.91786904767
9203,179399.85234171338
15412,95536.80285623367
12041,131909.55494709034
7644,302756.929123115
7071,208085.49858976708
10685,160322.27160710323
6763,195236.68621180902
940,128319.72748518384
14959,179002.08042324756
1338,154678.20128377594
5351,169510.5989323918
6524,233138.07419327952
12516,159284.58253108332
3288,261081.2813651274
3146,221228.5046462001
3954,183039.85183616285
11955,171546.7203523322
1211,219881.29673954262
15668,204011.87394265804
1320,88342.85734930744
9108,183242.2325710966
16482,200784.14219408354
5017,141685.93431796192
8290,196040.27098762523
4304,419570.08478561306
1930,208744.66000444084
12530,174562.21914493025
11295,346290.48524039873
3002,153076.32640674734
15483,134619.485254988
11525,189177.24617483676
13978,174566.34937790688
4885,176531.9930204275
8325,183237.7068569515
3630,156599.31529884567
9165,181630.6105183475
13945,210505.72062753074
10663,191976.70988505942
14803,181267.7555896921
7621,175879.03748787422
8205,222749.51074331946
10387,183432.41627793072
5457,157954.5864426479
10234,370023.8246035121
6251,176486.5701324313
701,260116.1413652521
7930,179263.23745180896
15028,135779.1390856354
12172,85983.1631161676
5805,187738.45535088042
7411,282092.762126681
14806,223293.1340228076
7890,165044.59472307484
10440,148609.59873146948
14926,171554.6212056119
5381,152338.89974700133
3800,410339.2774264397
10511,240684.29626273937
9324,249055.2094235544
3313,209551.9817273164
7351,145470.31132315184
8459,182374.00334479308
9957,126023.9545281604
12024,245074.6930842059
4380,228075.76767462524
5042,147297.60614157852
13289,157362.19387182934
13407,368720.79046362784
13258,145711.48092063045
15993,275198.50011180213
12525,186600.71428646342
4062,209854.74861016235
12065,190051.52886409737
8227,181716.7312157871
11333,151214.97965051167
2867,128534.0414547004
3319,254821.61975008395
3523,291818.55418783973
7055,189135.49379462344
14930,183634.06238955454
3444,152215.0657280207
2940,334072.3581167852
6935,357182.15298106085
16116,380441.9282141934
13370,254829.37208539626
6103,221997.86623124024
7446,194598.80356829724
1859,178403.36021859923
4079,187272.00704250712
3228,162557.80114175845
9665,139329.99827829743
15957,379958.62686792563
11533,176341.57636996132
2314,131541.30620233907
4096,210489.28427675884
13437,182417.17633663994
5980,229428.6838153091
2008,188732.94294996653
6754,180214.0810142549
4129,166362.74633953595
14557,283445.96163369925
7096,316961.33974694845
14297,253674.87061210108
3967,229680.51832037113
16485,122187.40342929571
13075,333174.1390587797
14289,189682.1178089825
10988,160176.21482480498
3230,159804.8916952831
13250,171475.84127822975
2559,220045.2258440498
7739,333021.90977346763
7213,148410.82817911208
6639,213263.53738790046
3164,290020.7590772638
15207,172757.15888296143
5113,193348.88174440752
3929,149198.02310592472
14493,237315.57962597354
11110,177227.24390428138
2033,203097.86024874492
16057,220677.77985313762
16709,182911.11587857106
14313,154241.03123140053
1028,292705.32554177096
7187,108158.84721683459
3738,287961.0636772933
9869,328261.1051280748
12644,183618.619787499
3686,125048.28658911526
9196,282673.39525007684
12326,203643.96066462545
4936,190891.89247516927
13314,178421.41557888838
9857,338628.1522361545
519,200087.10046901097
8410,173347.35033680956
1720,170448.13642652825
10341,216219.78565730588
14415,188556.15866478937
10613,275927.8460062685
8027,223382.04410489707
15539,229407.43164617618
7431,251503.27211113996
1370,154194.07800449664
12708,156597.95544897093
2250,217980.59478555224
14758,150425.74610378823
8525,351560.44119093544
1538,301980.8123465599
1142,159029.85461193701
1152,253846.7650073894
9802,182550.16499658604
3331,316206.9015851066
15203,181301.96045876283
4247,186212.60705982285
1976,390483.732021946
2346,215105.00610135982
10078,242063.18763352997
1938,213834.887295181
7819,206615.13846812962
2168,224299.82804234335
15634,216516.91031285698
8465,220365.39022079925
9313,158996.6419833478
6539,138118.92790320626
6325,110606.89674480441
13442,278635.00680776924
9967,172926.00509591337
7893,224509.13048536165
2861,194600.45260591083
11031,290573.725885909
15073,133258.225659779
13837,166432.2932335292
2524,243621.6901069909
8617,208187.22229542365
13513,195678.8807962821
3081,294330.7077933517
10675,360511.5736454681
1907,93097.85075536974
4872,214889.48325839976
16274,390181.99613676063
11837,267763.8359639878
16577,246266.63284295457
5231,313300.5539594153
11315,220125.17009717884
273,183412.6638235163
8363,261443.1603855656
4255,212340.76704143742
16330,238696.3564408543
11528,178117.35302547
14799,279331.3362287332
1611,260514.36349602137
9234,175163.9696557358
1633,114102.47242278511
6791,188347.7890431654
11567,406230.8414308677
3070,244979.3188851441
12094,227211.1494795013
14335,316999.870293843
137,163349.77321515002
7182,157181.07168223846
11718,163624.37643734415
5194,116146.13258530978
97,358639.82628037734
5118,401200.07243955083
13920,312305.16244369844
9952,191183.26039251083
15337,205164.63738503453
10243,223122.68540992407
4048,396329.9526116444
171,159674.63578301406
11378,165658.520033758
14190,178844.88478938869
15265,172034.53874764976
2740,136803.31684556586
5573,285658.466559905
4481,208605.7827733085
2631,154219.13153306505
4984,240697.27024271063
16466,175900.42024324826
16716,127553.72474537049
15325,178200.59751332348
10115,175711.34024966572
117,449168.57451644866
5476,110384.844057
11757,185539.6246338386
12359,129308.0361190498
15546,190873.24192163945
8133,157645.77062777124
9018,323897.94283638155
2075,170471.2488318236
11170,302120.3039369547
15733,207802.2289364902
9280,155639.9346497467
10734,336267.9213170981
14071,168071.75910343856
7373,229080.38440572057
14736,185079.96428878084
3458,129916.62597445775
6183,166208.60535358725
7825,207469.72405746728
16775,186823.56887246275
5717,172972.529904431
12397,131597.46557799767
8189,454508.7324377908
4423,212852.36212790807
3994,136491.68219154116
10342,196229.7207687802
10051,183774.33981220034
9453,152233.90874822726
12593,473086.7670812598
1274,92986.05210154972
6933,322630.13031956693
1761,144635.1204642321
7157,340481.99836489296
15169,150957.17480870956
6792,349413.47795587865
13830,176436.79585703905
7240,168577.0763093065
3051,267112.8812811981
6550,121923.9668461654
4603,190927.74627208442
5729,173560.47779747148
13473,335173.90947837423
15104,148177.3919391549
6599,366901.2738116301
2216,244044.9351976673
8721,305086.8228361295
3645,199347.46214267335
8664,221366.6012355857
11001,201878.3211913488
753,167579.66615493564
8129,231251.67133986542
15235,179423.77896042244
3359,209861.06255416258
10424,210191.04520024368
10226,278676.01183926506
9252,203696.07654207113
3008,246757.44708808424
5849,179711.80303462723
8494,168625.34822584738
6764,264737.2205481781
12445,344444.81328597583
11716,186209.57743921515
4508,123659.13661002193
5669,195953.88759702904
11427,110429.52335822131
11065,190227.70665029797
8910,223747.37168140302
16401,186052.8188333936
11913,154494.13925230457
6221,214640.02519829277
10839,180399.71896474343
2809,185621.87627705644
13311,190188.8514362759
6866,196620.25652297944
6019,202690.62411320754
3024,169196.1870467423
1391,310080.1344253471
15904,213575.5811443793
15858,302065.58570167125
9911,232868.97367745795
16579,201577.94043263388
4394,279975.24352880666
1468,434696.50680692703
12965,151048.28734961912
2249,191983.3073662477
14384,151487.69344606964
13040,131907.71087277378
8872,152477.17788909585
12864,255743.76307556103
15712,172151.099389022
14049,195552.95070607352
1840,96505.791894983
12019,179249.90977480588
8948,172228.91038764475
15154,222126.84953356275
6943,150281.716991125
12564,387884.80226149125
12766,131824.01034468104
7255,233828.50074142095
7962,158714.2376230768
709,142879.99233642773
4634,180045.93916888133
889,229156.68208574512
4774,168474.9679901202
13890,179518.17177337944
15431,181984.75987448147
8726,346609.3735608666
10373,147810.80767448593
6413,193672.97673536025
9761,144141.79634842873
15864,147233.98716673013
6147,145802.61726576617
3384,262155.92231703294
320,254046.46408130246
8006,175348.73334725483
14395,179080.7300461971
14976,112073.6127967604
12185,228249.81098576542
4779,139104.37807871556
8551,161258.98119060174
9025,284107.6432542355
10616,211597.0803919951
7475,117159.5214891692
6341,338679.513909075
14163,155285.4585536649
2211,186485.99070225123
10532,286637.0950210361
14338,129658.77412445903
831,180724.84864520526
3382,168579.4060100629
9209,298588.525468211
7188,233774.8599923622
7197,234122.45629704552
11270,180970.92658315177
15918,138676.0205242299
6937,423533.16457533714
6178,187825.2841838195
10668,147713.76030124363
1413,265218.6258699532
6884,341283.3354115353
8266,196094.71842203278
14019,215684.56514080547
16764,153189.7069733528
15306,157931.031680107
3740,237119.06091744878
5298,187027.4613602945
8319,178707.89065757688
4229,179291.13534205552
13429,231331.1797727545
1753,432574.51680022426
860,261398.44966137805
14219,156540.78296791695
12113,200869.24128021317
11309,133266.90688845946
9930,209963.79694605916
10570,201659.49642907325
2839,152951.84867546518
6699,150299.71406138304
16647,127375.3569011712
5325,251292.1206355672
13733,153554.9824781685
7818,332280.8061551425
12505,224039.5216663442
9489,197936.49077109064
10106,191774.5249324411
7864,204889.73523279867
5134,261838.8304479183
11859,151295.8089446794
7440,366354.68442105904
1525,317043.69805578503
7339,182169.4015814832
8,340911.77112219454
3248,127116.40751346257
8995,232039.54358089023
15178,78120.74764725081
8594,169749.89530912632
15770,222823.14151874895
15859,347151.7815036641
1735,311326.181564836
11410,453251.582643359
16397,166401.03473125852
3572,147277.95107495773
5501,112023.77475974249
969,181736.32288635714
6977,389670.5713106563
1233,177263.0250678564
4258,158633.7102833435
90,418511.085348151
16650,181073.5060111641
197,105482.55921163327
12514,253282.62484316042
4367,176370.26197901266
3199,211964.99313369053
5600,194417.23349593882
11641,197116.69514610356
14609,117675.18784905723
12775,163278.63381141349
14240,166690.43220229907
7933,190245.18951312822
6945,358867.0110854578
14006,204852.70548155886
6320,253760.70378513337
12061,192539.91324006446
16369,209892.76122411765
16354,372398.4403172745
3970,310247.89275477675
1048,182419.99313144735
3639,224082.72710652556
14448,207285.87139079158
2812,408876.7468218895
3932,146755.59835500398
14875,310138.31875915424
8883,123443.88240051447
7622,300374.126434807
7252,142541.1328290894
9751,176688.3631246939
2378,200327.87170761536
6816,235792.43212622614
15358,209873.48958767805
7843,171966.91258572513
10448,395639.8357596095
7840,294475.23117429356
8880,222811.2906522148
12551,344550.7553540424
15470,196774.46505461543
16207,205314.2775646379
12123,131028.27997117356
15247,343764.62449150905
7481,194068.73612669646
16171,353670.9180269047
7461,334407.82882452867
902,248816.45136974222
13094,170483.13470258357
11584,223090.6388829115
4462,207483.6877046963
15576,153028.40428328386
16606,265245.5050578745
5427,301461.32373697695
7725,160104.63727132813
5409,186788.36695412337
12579,139731.26206351063
12013,215505.87894664443
11321,186397.7967541072
9932,149345.85009899968
591,145200.0397649182
10357,202005.44229127275
3336,214909.2394379462
13,186294.133495808
4809,219514.7615647923
7555,186014.78734830572
15172,340634.7412627724
6989,175983.2689361743
4707,181201.39046373768
2046,248203.97056441658
6495,93617.6227738127
3873,184991.39907425476
7061,178843.24788744957
12112,205803.48860153745
8917,281524.36750025227
7735,159467.41175430547
16442,224929.41704910464
4244,170690.48876594065
3747,268838.90872266615
11086,185422.09057782532
10080,203969.70521706907
15057,261967.99128065872
1331,190594.722761678
8891,159515.82411727688
13411,239025.3332813852
16730,225023.49539887905
2267,200984.58509508581
3022,196234.50354903258
11190,224550.74504104367
11857,187733.4169254297
9318,183783.4658673498
16512,187874.39733056285
2053,199236.78406150674
13707,125398.07503561962
12143,162355.66549104414
14080,158673.49871625478
6130,179213.50830563038
7936,91814.88410870914
10101,162768.30057015046
5663,193529.55569219
14811,150261.9177828258
1366,188037.6467852551
908,196410.13312974985
2953,125334.12883557004
14629,180128.43338235986
15096,396787.69248985546
2115,200600.63302745981
11770,170304.65316359667
12701,184007.27400251717
14584,132984.9991473219
1893,380168.3497263593
9501,509088.77962313243
2138,135152.62053457292
9346,200668.71484307467
15960,347302.34824755904
8230,174020.65216553575
13843,206396.01090515545
13810,244305.61475344704
15650,191483.75536996196
9974,153278.527889935
12200,196425.4499441641
538,201468.7285254439
5334,204230.26801863557
14823,122982.69466867403
4817,171440.19529489806
9041,195111.57526576985
4359,271001.80116727116
4852,226695.7208259356
10141,151093.07045867803
1503,209820.87390953166
16256,382946.98773615103
683,115782.06538661206
14382,199934.27481317642
7248,211550.32304785677
1200,181995.9497696728
3563,176704.27994263923
3681,401147.16669333086
3053,255202.72570534205
4099,207474.58068491486
807,122862.02280173324
4658,281784.5582359683
3535,176341.3074597189
12548,157196.29420949408
10488,216797.15634029938
5851,165015.82756350568
13736,192491.04873744946
875,156017.88875894138
14449,183686.76657854632
3958,346521.865343265
10727,186607.1002668722
11296,135232.07358883365
13646,262814.90218952217
9599,211787.22613789706
7135,295472.9509382978
5943,331693.29732325766
2695,282912.8769420732
6766,211626.67717118477
5630,186172.11897576705
13586,201173.01027411708
3507,407370.8787349222
10014,149255.11397505613
459,255910.65582403462
3582,225041.42999868756
8560,294465.73632434144
3372,177648.37635911384
13109,251469.86708293093
8160,209184.3009548421
10706,250183.2924541824
9104,341235.8737827911
2870,221943.92998853032
13712,151660.03456588404
13924,145155.09155427708
798,249257.5803952619
9750,420772.65966147813
16248,374092.0400978438
3170,176412.42573326675
12700,237414.41657219818
10601,134077.88565465578
514,208393.50794616746
4010,314087.30597736355
8124,159758.39406207966
10800,170933.74613542517
13628,187627.4270847608
11637,153374.48960670337
781,183844.2616730327
16156,181008.08271423582
12618,254853.18210286897
9766,162275.90193503053
15987,245399.4655680845
11051,332979.6462649619
7673,215925.3013379016
1245,380800.9377927821
2443,156961.69687015918
7413,107945.72068375582
310,148310.0354848413
10921,226193.10882804767
8709,105240.920061498
12404,331332.21237638826
14986,183717.00275573286
10714,320913.7524303583
14286,214247.8785126056
13828,358371.696526426
8926,389159.84866777936
12233,182107.6023742671
3913,204282.40693782156
5221,215326.4262934841
14965,90868.6292185063
862,174712.6748978606
13907,138293.34236117275
5418,187820.2009909375
2045,171124.6828327523
13321,188139.45222384116
2762,204441.66206557417
13888,194173.5788561628
14962,128648.49282772721
13305,321527.36603710026
8487,278582.83297368954
7146,173762.2252952024
1134,173038.35105109762
15092,348691.2910959532
13760,246374.91967966227
11958,428979.763628059
3177,180019.12251842886
11350,209171.37961007957
1524,111837.31499807198
5527,250649.46058543478
2872,206109.18543045298
8602,370427.2686345414
3067,354013.4254492165
10435,218674.27192362017
11222,222875.56419034224
8700,172008.8062154845
10961,216957.61339473852
14305,196672.20286874866
8362,272619.5192950496
4979,153084.6473561092
7180,354889.90753193724
5763,126073.97741962787
2192,206738.87879512808
13581,198554.8505363246
10720,159433.52877501244
1358,238160.33288623506
13366,313411.91800989816
13539,397867.2440273703
12849,202903.0066385563
6794,164527.90071694864
525,452876.0601979324
12223,352983.39279178344
16271,141513.30065847546
5818,133950.092670646
16588,285227.0163093499
8981,135938.78534881186
16476,132105.2612308352
14663,194702.6248222551
3,138844.18658652593
6615,136531.98064858062
12215,268835.05004012014
304,252264.1849549689
13634,272337.0906209621
9208,176016.04671138478
2175,171771.04811603483
250,209876.61231490798
6045,193337.2448232331
10516,153837.10407809936
1852,452034.03820811736
1573,199237.62755344488
15079,166365.76230267977
5500,175425.35028885328
15775,162314.6770194394
3198,165985.8295844884
6718,194027.78461551302
4149,186528.46290991153
9627,264452.13093605055
7595,295783.01864793996
4538,188048.00732782736
3555,209999.65589399933
10483,347582.4850030987
8834,169659.20562895032
16412,190133.8433034185
6449,159254.3324591328
2767,180291.52533483427
11498,179585.78159306294
16472,154300.4876447645
178,299750.06731522793
10948,174172.19812152273
13313,266013.9141393446
8065,148441.17446654668
102,161233.23869330864
14428,133201.05452198698
11973,194315.97088052638
6663,207286.20924921648
15989,129678.98119678165
10955,417278.30428726104
11772,146108.97760450954
11364,251466.32323246257
7082,178436.22080544417
7749,463792.57010461827
6428,146840.55841718926
6869,111045.85085159329
295,175825.2353690689
12266,214912.66858573802
11129,191290.0045955338
826,383506.84445925336
3262,251668.4526401436
15641,323210.91132169345
1662,467016.4998630235
10926,232471.1492769468
10232,237050.2862109458
6376,183432.7037908351
7817,177918.43382639685
354,211747.09653340635
10076,283884.88435693167
11379,346971.19452130306
10184,150394.35184570285
4696,363906.4286064304
13562,486587.2672972953
5436,185744.82260187293
13196,126630.30837373543
14939,337110.46595116844
14004,199608.79886141245
5916,176864.1272715431
7229,180588.7505754523
9143,164132.9487253497
3440,197910.65436651226
319,172056.7971996959
11683,233416.5233655028
12647,231670.63318787506
12788,160876.96831048027
13662,224844.2764834786
423,269274.19744987803
5222,195955.38423251436
9242,235671.42382597853
2641,237896.94962737788
4855,167660.92527590433
5360,186617.95001917076
9799,168815.73955453857
5526,251899.94003871692
10309,166417.82685115322
2144,371277.6616609398
7191,197468.04591069507
6732,154736.852791686
14789,159014.62578887932
13525,159473.3073916763
4066,237740.0550594655
16422,203267.62089736198
14890,211270.5319704388
2922,215349.25958536944
3601,169578.99187973005
13416,119074.43955936587
14363,176341.569644809
9496,259578.66494892433
7115,306128.2164135493
8615,301343.25167566346
5218,85017.24944408187
9493,188210.6035903875
10623,184503.13847520362
2272,131913.9705139886
3352,319011.2583210036
84,180555.7986765049
8086,185933.3103404799
2595,201335.9741718855
3531,154850.07231333002
7460,293672.90658769757
9214,248866.75306815465
2790,279521.5679264426
10548,235745.6651155511
9218,184867.58294788116
7435,186422.99309335122
15780,188612.9333632289
7640,207676.26481512413
6223,179884.17724196822
3425,116057.75218752844
10582,158687.95622847808
702,254944.77546516244
2111,174996.06538374102
11730,201872.12115350278
9865,256517.7855316526
16478,357639.41555155226
1885,221355.8211727448
3956,363982.66542247747
16735,125586.56495011863
15264,213690.1280978898
15971,175159.68833127178
5584,212480.38899911646
15242,178312.76687704618
14358,210560.9004796798
11300,306640.28761881974
5446,165689.68950864545
3934,173614.6056884131
6610,178233.75955392775
10164,293541.5461141443
4646,190037.8645408078
13304,201471.87035986062
1985,206051.2026202131
4746,153303.54960519148
7963,214590.51342556626
14083,265997.2576114264
13140,302272.1963016833
15023,260310.24304222703
13093,251292.86352787557
7160,220992.6655696083
7407,184708.84129897028
16056,184941.42188388662
751,500021.17462733947
6179,146467.41601280222
9137,288302.39636852365
10992,278333.18204469496
5744,419228.9847818856
10884,152698.1749804777
12858,284875.09955318243
13005,302860.64563832
16714,191348.43918596266
1419,248313.48950053676
6064,204440.963621943
3771,198316.71018077328
5945,452012.64717174787
8453,74273.22034455527
3806,168675.68029394947
16748,259325.7045801315
11380,210515.27932804674
3107,206838.26603083216
12003,181167.20681836602
14567,237755.18911697497
1079,197987.1687883142
11705,150947.30272541987
7814,201117.33821536973
10174,172737.4716764144
5514,258854.74671352067
5265,252177.39438891204
10520,352774.28344018076
13195,222133.004764605
14601,425969.432958023
6012,198421.10342288399
13079,172848.8025252163
9009,134081.1442983585
3122,293203.37354012864
5470,224762.22960147576
4840,165266.9888515049
6270,271767.46683244576
9158,108792.90064363902
10120,145518.34456045247
10672,275434.11672302027
4573,140517.46133156822
12118,312547.1124733906
7447,127624.54537759435
2171,213816.82329855955
6126,280314.3102439259
2836,170457.3857028093
1457,245515.58744767812
11165,232897.25978696294
5923,220195.70702580022
1813,212241.12947835497
3492,258531.51308492225
1917,329974.16594405205
965,390620.6001292798
15795,152972.90074191324
821,204388.02002688585
4568,179367.7827132762
9078,252458.1045101415
11371,189532.43457285027
5149,170009.72399340823
281,190865.10653023596
1918,244112.41366371562
776,126724.79157116458
210,193949.5472428686
10782,183281.24895551137
9653,186471.1091124987
9372,152064.0911617168
5868,212030.76071788784
6176,129195.15244846835
3969,128990.49965139336
7427,151223.38466184976
8544,444747.49669124774
5219,209321.20404482752
16488,141135.02049903298
5855,251471.22289633256
15920,132253.846822799
4393,410026.8721889927
5770,153011.15869873826
2900,150508.9830981472
8622,93875.16337483496
11610,270370.6280421441
10969,118901.05503585437
11029,160700.17658498223
6193,328612.5976841574
14087,432656.75167023373
13623,166953.7616567799
16689,180230.85900871077
1027,225932.63405240784
949,137406.36655791604
672,117369.54631464691
13832,171941.53571994367
2471,202858.18107365954
8728,275060.4830983846
7742,228236.42733508904
2698,220563.35902116983
9084,178266.56445034107
6075,299555.22188593855
2874,174242.79678773985
13119,119694.01739473155
5010,209165.18498402377
1284,172706.09143846142
1151,175192.93129428872
5110,369488.42790533457
11386,147972.97830758803
8019,219868.33721438065
2859,130580.74807901023
16110,181745.76465803772
16027,294117.33728374104
14902,192357.68059466433
14301,203175.83092385446
2451,211097.30608956743
13596,140687.5090324479
1464,135881.5364106458
7927,406584.21648162365
9638,187854.20607254232
8009,295493.25125712005
11903,164260.65271554928
9243,121145.70898904995
547,187886.59730483367
5511,138220.6313991254
11247,183477.31318619903
15928,323152.2537487083
3434,214151.2973882599
7614,179654.95588861202
1380,198891.29489962495
2770,137892.44378640348
111,165507.75595501356
5994,135760.4218479677
12341,178355.28227860123
2787,258736.29823158117
14410,310382.3715450787
15983,132404.3900669536
14876,207381.83134253346
653,190609.8246943348
2174,232721.32138120462
2575,329541.9415004059
7976,175795.77192820946
5812,320303.6685874788
13589,407302.47389682074
9122,138735.19390537805
8159,468790.3054210748
8754,316037.09344048786
9321,197633.14641265076
13535,294147.9156327117
2083,171972.54004482226
2689,345018.66277478385
2248,237886.98342611166
11649,167431.41707590167
11045,257196.97699732447
1276,90306.7603965825
5962,127316.50523946958
13012,170521.94453438767
4642,187062.39530216463
179,179351.68974221448
15347,438065.59935024224
3339,165743.56356952194
